"rt","riskLiteracy","deal","delay","odd","subvalue","value","timesseen","age","gender","income","job","pnum"
1325,3,"immediately 40%","immediately","40%",12.5,"800",5,20,"Female",0,"dance instructor",37
2948,3,"in 1 month 100%","in 1 month","100%",737.5,"800",5,20,"Female",0,"dance instructor",37
1724,3,"in 6 months 100%","in 6 months","100%",287.5,"800",5,20,"Female",0,"dance instructor",37
2352,3,"in 5 years 80%","in 5 years","80%",12.5,"800",5,20,"Female",0,"dance instructor",37
1567,3,"in 6 months 80%","in 6 months","80%",12.5,"800",5,20,"Female",0,"dance instructor",37
1325,3,"in 2 years 25%","in 2 years","25%",12.5,"800",5,20,"Female",0,"dance instructor",37
1180,3,"in 6 months 10%","in 6 months","10%",12.5,"800",5,20,"Female",0,"dance instructor",37
1909,3,"in 1 month 40%","in 1 month","40%",12.5,"800",5,20,"Female",0,"dance instructor",37
1926,3,"in 2 years 100%","in 2 years","100%",387.5,"800",5,20,"Female",0,"dance instructor",37
1370,3,"immediately 10%","immediately","10%",12.5,"800",5,20,"Female",0,"dance instructor",37
2751,3,"in 5 years 100%","in 5 years","100%",387.5,"800",5,20,"Female",0,"dance instructor",37
1209,3,"in 1 month 10%","in 1 month","10%",12.5,"800",5,20,"Female",0,"dance instructor",37
1107,3,"in 5 years 40%","in 5 years","40%",12.5,"800",5,20,"Female",0,"dance instructor",37
1156,3,"in 5 years 10%","in 5 years","10%",12.5,"800",5,20,"Female",0,"dance instructor",37
1155,3,"in 2 years 10%","in 2 years","10%",12.5,"800",5,20,"Female",0,"dance instructor",37
1358,3,"immediately 80%","immediately","80%",662.5,"800",5,20,"Female",0,"dance instructor",37
2223,3,"in 1 month 80%","in 1 month","80%",12.5,"800",5,20,"Female",0,"dance instructor",37
1624,3,"in 6 months 40%","in 6 months","40%",12.5,"800",5,20,"Female",0,"dance instructor",37
1539,3,"in 2 years 40%","in 2 years","40%",12.5,"800",5,20,"Female",0,"dance instructor",37
1489,3,"in 1 month 25%","in 1 month","25%",12.5,"800",5,20,"Female",0,"dance instructor",37
3199,3,"immediately 100%","immediately","100%",787.5,"800",5,20,"Female",0,"dance instructor",37
1108,3,"in 6 months 10%","in 6 months","10%",625,"40000",5,20,"Female",0,"dance instructor",37
2069,3,"in 2 years 10%","in 2 years","10%",625,"40000",5,20,"Female",0,"dance instructor",37
1038,3,"in 6 months 40%","in 6 months","40%",625,"40000",5,20,"Female",0,"dance instructor",37
1224,3,"immediately 10%","immediately","10%",625,"40000",5,20,"Female",0,"dance instructor",37
1071,3,"immediately 80%","immediately","80%",20625,"40000",5,20,"Female",0,"dance instructor",37
1200,3,"in 2 years 40%","in 2 years","40%",625,"40000",5,20,"Female",0,"dance instructor",37
1655,3,"immediately 25%","immediately","25%",625,"40000",5,20,"Female",0,"dance instructor",37
1373,3,"immediately 40%","immediately","40%",625,"40000",5,20,"Female",0,"dance instructor",37
1519,3,"immediately 100%","immediately","100%",39375,"40000",5,20,"Female",0,"dance instructor",37
1535,3,"in 6 months 80%","in 6 months","80%",625,"40000",5,20,"Female",0,"dance instructor",37
7120,3,"in 2 years 100%","in 2 years","100%",39375,"40000",5,20,"Female",0,"dance instructor",37
1857,3,"in 5 years 80%","in 5 years","80%",625,"40000",5,20,"Female",0,"dance instructor",37
2042,3,"in 1 month 100%","in 1 month","100%",39375,"40000",5,20,"Female",0,"dance instructor",37
1512,3,"in 1 month 10%","in 1 month","10%",625,"40000",5,20,"Female",0,"dance instructor",37
1764,3,"in 6 months 100%","in 6 months","100%",39375,"40000",5,20,"Female",0,"dance instructor",37
1316,3,"in 1 month 40%","in 1 month","40%",625,"40000",5,20,"Female",0,"dance instructor",37
1235,3,"in 5 years 40%","in 5 years","40%",625,"40000",5,20,"Female",0,"dance instructor",37
1309,3,"in 6 months 25%","in 6 months","25%",625,"40000",5,20,"Female",0,"dance instructor",37
2411,3,"in 5 years 100%","in 5 years","100%",38125,"40000",5,20,"Female",0,"dance instructor",37
1370,3,"in 1 month 80%","in 1 month","80%",625,"40000",5,20,"Female",0,"dance instructor",37
1433,3,"in 2 years 25%","in 2 years","25%",625,"40000",5,20,"Female",0,"dance instructor",37
1422,3,"in 2 years 80%","in 2 years","80%",625,"40000",5,20,"Female",0,"dance instructor",37
1261,3,"in 5 years 25%","in 5 years","25%",625,"40000",5,20,"Female",0,"dance instructor",37
1435,3,"in 1 month 25%","in 1 month","25%",625,"40000",5,20,"Female",0,"dance instructor",37
1705,3,"in 5 years 10%","in 5 years","10%",625,"40000",5,20,"Female",0,"dance instructor",37
3583,3,"in 6 months 80%","in 6 months","80%",20625,"40000",5,25,"Female",15000,"Respite Worker",38
2114,3,"in 2 years 25%","in 2 years","25%",625,"40000",5,25,"Female",15000,"Respite Worker",38
2050,3,"in 6 months 10%","in 6 months","10%",625,"40000",5,25,"Female",15000,"Respite Worker",38
1625,3,"in 1 month 25%","in 1 month","25%",625,"40000",5,25,"Female",15000,"Respite Worker",38
2468,3,"in 2 years 10%","in 2 years","10%",625,"40000",5,25,"Female",15000,"Respite Worker",38
3061,3,"in 5 years 25%","in 5 years","25%",625,"40000",5,25,"Female",15000,"Respite Worker",38
3537,3,"in 6 months 100%","in 6 months","100%",39375,"40000",5,25,"Female",15000,"Respite Worker",38
2083,3,"in 5 years 100%","in 5 years","100%",39375,"40000",5,25,"Female",15000,"Respite Worker",38
2018,3,"in 6 months 40%","in 6 months","40%",625,"40000",5,25,"Female",15000,"Respite Worker",38
8191,3,"in 1 month 10%","in 1 month","10%",625,"40000",5,25,"Female",15000,"Respite Worker",38
2525,3,"in 5 years 10%","in 5 years","10%",625,"40000",5,25,"Female",15000,"Respite Worker",38
2586,3,"immediately 80%","immediately","80%",625,"40000",5,25,"Female",15000,"Respite Worker",38
3103,3,"in 1 month 100%","in 1 month","100%",39375,"40000",5,25,"Female",15000,"Respite Worker",38
1789,3,"in 2 years 40%","in 2 years","40%",625,"40000",5,25,"Female",15000,"Respite Worker",38
2219,3,"in 1 month 40%","in 1 month","40%",625,"40000",5,25,"Female",15000,"Respite Worker",38
2062,3,"in 2 years 100%","in 2 years","100%",39375,"40000",5,25,"Female",15000,"Respite Worker",38
2837,3,"immediately 100%","immediately","100%",39375,"40000",5,25,"Female",15000,"Respite Worker",38
2467,3,"in 1 month 80%","in 1 month","80%",15625,"40000",5,25,"Female",15000,"Respite Worker",38
2761,3,"in 5 years 40%","in 5 years","40%",625,"40000",5,25,"Female",15000,"Respite Worker",38
1698,3,"immediately 40%","immediately","40%",625,"40000",5,25,"Female",15000,"Respite Worker",38
1749,3,"in 5 years 80%","in 5 years","80%",625,"40000",5,25,"Female",15000,"Respite Worker",38
1487,3,"in 2 years 80%","in 2 years","80%",625,"40000",5,25,"Female",15000,"Respite Worker",38
1897,3,"immediately 25%","immediately","25%",625,"40000",5,25,"Female",15000,"Respite Worker",38
3049,3,"in 6 months 25%","in 6 months","25%",625,"40000",5,25,"Female",15000,"Respite Worker",38
1964,3,"immediately 10%","immediately","10%",625,"40000",5,25,"Female",15000,"Respite Worker",38
5890,3,"immediately 25%","immediately","25%",87.5,"800",5,25,"Female",15000,"Respite Worker",38
2179,3,"immediately 40%","immediately","40%",87.5,"800",5,25,"Female",15000,"Respite Worker",38
4155,3,"in 5 years 100%","in 5 years","100%",287.5,"800",5,25,"Female",15000,"Respite Worker",38
3738,3,"in 2 years 10%","in 2 years","10%",12.5,"800",5,25,"Female",15000,"Respite Worker",38
1940,3,"in 6 months 100%","in 6 months","100%",787.5,"800",5,25,"Female",15000,"Respite Worker",38
2561,3,"in 2 years 25%","in 2 years","25%",37.5,"800",5,25,"Female",15000,"Respite Worker",38
2419,3,"in 5 years 80%","in 5 years","80%",62.5,"800",5,25,"Female",15000,"Respite Worker",38
1891,3,"in 6 months 10%","in 6 months","10%",12.5,"800",5,25,"Female",15000,"Respite Worker",38
1890,3,"in 1 month 10%","in 1 month","10%",12.5,"800",5,25,"Female",15000,"Respite Worker",38
1917,3,"in 2 years 40%","in 2 years","40%",12.5,"800",5,25,"Female",15000,"Respite Worker",38
2000,3,"in 2 years 80%","in 2 years","80%",62.5,"800",5,25,"Female",15000,"Respite Worker",38
2076,3,"in 6 months 40%","in 6 months","40%",12.5,"800",5,25,"Female",15000,"Respite Worker",38
1990,3,"in 5 years 10%","in 5 years","10%",12.5,"800",5,25,"Female",15000,"Respite Worker",38
4157,3,"in 6 months 25%","in 6 months","25%",37.5,"800",5,25,"Female",15000,"Respite Worker",38
2093,3,"immediately 100%","immediately","100%",787.5,"800",5,25,"Female",15000,"Respite Worker",38
4622,3,"in 1 month 25%","in 1 month","25%",37.5,"800",5,25,"Female",15000,"Respite Worker",38
3646,3,"in 1 month 40%","in 1 month","40%",37.5,"800",5,25,"Female",15000,"Respite Worker",38
4245,3,"immediately 80%","immediately","80%",162.5,"800",5,25,"Female",15000,"Respite Worker",38
3174,3,"in 2 years 100%","in 2 years","100%",587.5,"800",5,25,"Female",15000,"Respite Worker",38
3050,3,"in 6 months 80%","in 6 months","80%",87.5,"800",5,25,"Female",15000,"Respite Worker",38
4804,3,"in 5 years 25%","in 5 years","25%",12.5,"800",5,25,"Female",15000,"Respite Worker",38
3633,3,"in 5 years 40%","in 5 years","40%",12.5,"800",5,25,"Female",15000,"Respite Worker",38
2200,3,"in 1 month 100%","in 1 month","100%",787.5,"800",5,25,"Female",15000,"Respite Worker",38
5695,3,"in 1 month 80%","in 1 month","80%",162.5,"800",5,25,"Female",15000,"Respite Worker",38
4408,3,"immediately 10%","immediately","10%",37.5,"800",5,25,"Female",15000,"Respite Worker",38
3685,2,"in 5 years 80%","in 5 years","80%",28125,"40000",5,22,"Male",0,"Swim Instructor and Scribe",40
3209,2,"in 1 month 40%","in 1 month","40%",6875,"40000",5,22,"Male",0,"Swim Instructor and Scribe",40
1877,2,"immediately 40%","immediately","40%",30625,"40000",5,22,"Male",0,"Swim Instructor and Scribe",40
4125,2,"in 6 months 40%","in 6 months","40%",1875,"40000",5,22,"Male",0,"Swim Instructor and Scribe",40
2074,2,"in 1 month 10%","in 1 month","10%",625,"40000",5,22,"Male",0,"Swim Instructor and Scribe",40
1467,2,"in 2 years 10%","in 2 years","10%",625,"40000",5,22,"Male",0,"Swim Instructor and Scribe",40
1390,2,"in 5 years 100%","in 5 years","100%",39375,"40000",5,22,"Male",0,"Swim Instructor and Scribe",40
1146,2,"in 2 years 100%","in 2 years","100%",39375,"40000",5,22,"Male",0,"Swim Instructor and Scribe",40
2822,2,"in 6 months 10%","in 6 months","10%",625,"40000",5,22,"Male",0,"Swim Instructor and Scribe",40
2992,2,"in 6 months 80%","in 6 months","80%",35625,"40000",5,22,"Male",0,"Swim Instructor and Scribe",40
1221,2,"in 1 month 25%","in 1 month","25%",625,"40000",5,22,"Male",0,"Swim Instructor and Scribe",40
2632,2,"in 6 months 100%","in 6 months","100%",38125,"40000",5,22,"Male",0,"Swim Instructor and Scribe",40
1737,2,"in 5 years 10%","in 5 years","10%",625,"40000",5,22,"Male",0,"Swim Instructor and Scribe",40
2185,2,"in 1 month 100%","in 1 month","100%",39375,"40000",5,22,"Male",0,"Swim Instructor and Scribe",40
2826,2,"in 6 months 25%","in 6 months","25%",625,"40000",5,22,"Male",0,"Swim Instructor and Scribe",40
31127,2,"in 5 years 25%","in 5 years","25%",1875,"40000",5,22,"Male",0,"Swim Instructor and Scribe",40
3527,2,"immediately 25%","immediately","25%",9375,"40000",5,22,"Male",0,"Swim Instructor and Scribe",40
3173,2,"in 2 years 80%","in 2 years","80%",38125,"40000",5,22,"Male",0,"Swim Instructor and Scribe",40
2325,2,"immediately 10%","immediately","10%",20625,"40000",5,22,"Male",0,"Swim Instructor and Scribe",40
5255,2,"in 5 years 40%","in 5 years","40%",1875,"40000",5,22,"Male",0,"Swim Instructor and Scribe",40
3277,2,"in 2 years 40%","in 2 years","40%",8125,"40000",5,22,"Male",0,"Swim Instructor and Scribe",40
2659,2,"in 1 month 80%","in 1 month","80%",29375,"40000",5,22,"Male",0,"Swim Instructor and Scribe",40
3596,2,"in 2 years 25%","in 2 years","25%",1875,"40000",5,22,"Male",0,"Swim Instructor and Scribe",40
2143,2,"immediately 80%","immediately","80%",38125,"40000",5,22,"Male",0,"Swim Instructor and Scribe",40
1944,2,"immediately 100%","immediately","100%",39375,"40000",5,22,"Male",0,"Swim Instructor and Scribe",40
2244,2,"in 6 months 25%","in 6 months","25%",187.5,"800",5,22,"Male",0,"Swim Instructor and Scribe",40
2178,2,"in 6 months 80%","in 6 months","80%",712.5,"800",5,22,"Male",0,"Swim Instructor and Scribe",40
2934,2,"in 2 years 40%","in 2 years","40%",412.5,"800",5,22,"Male",0,"Swim Instructor and Scribe",40
2351,2,"immediately 80%","immediately","80%",712.5,"800",5,22,"Male",0,"Swim Instructor and Scribe",40
4328,2,"in 2 years 25%","in 2 years","25%",87.5,"800",5,22,"Male",0,"Swim Instructor and Scribe",40
2765,2,"in 5 years 25%","in 5 years","25%",87.5,"800",5,22,"Male",0,"Swim Instructor and Scribe",40
2428,2,"immediately 25%","immediately","25%",212.5,"800",5,22,"Male",0,"Swim Instructor and Scribe",40
4421,2,"in 1 month 25%","in 1 month","25%",162.5,"800",5,22,"Male",0,"Swim Instructor and Scribe",40
2737,2,"in 2 years 80%","in 2 years","80%",762.5,"800",5,22,"Male",0,"Swim Instructor and Scribe",40
5960,2,"in 1 month 80%","in 1 month","80%",762.5,"800",5,22,"Male",0,"Swim Instructor and Scribe",40
2826,2,"in 2 years 10%","in 2 years","10%",37.5,"800",5,22,"Male",0,"Swim Instructor and Scribe",40
1968,2,"immediately 40%","immediately","40%",412.5,"800",5,22,"Male",0,"Swim Instructor and Scribe",40
2492,2,"in 1 month 40%","in 1 month","40%",312.5,"800",5,22,"Male",0,"Swim Instructor and Scribe",40
2990,2,"in 1 month 10%","in 1 month","10%",87.5,"800",5,22,"Male",0,"Swim Instructor and Scribe",40
2821,2,"immediately 10%","immediately","10%",87.5,"800",5,22,"Male",0,"Swim Instructor and Scribe",40
2713,2,"in 5 years 40%","in 5 years","40%",612.5,"800",5,22,"Male",0,"Swim Instructor and Scribe",40
2861,2,"in 5 years 10%","in 5 years","10%",37.5,"800",5,22,"Male",0,"Swim Instructor and Scribe",40
4346,2,"in 5 years 80%","in 5 years","80%",662.5,"800",5,22,"Male",0,"Swim Instructor and Scribe",40
2473,2,"in 6 months 40%","in 6 months","40%",387.5,"800",5,22,"Male",0,"Swim Instructor and Scribe",40
2687,2,"immediately 100%","immediately","100%",787.5,"800",5,22,"Male",0,"Swim Instructor and Scribe",40
1882,2,"in 2 years 100%","in 2 years","100%",787.5,"800",5,22,"Male",0,"Swim Instructor and Scribe",40
1647,2,"in 1 month 100%","in 1 month","100%",787.5,"800",5,22,"Male",0,"Swim Instructor and Scribe",40
1743,2,"in 6 months 100%","in 6 months","100%",737.5,"800",5,22,"Male",0,"Swim Instructor and Scribe",40
1870,2,"in 5 years 100%","in 5 years","100%",787.5,"800",5,22,"Male",0,"Swim Instructor and Scribe",40
3586,2,"in 6 months 10%","in 6 months","10%",62.5,"800",5,22,"Male",0,"Swim Instructor and Scribe",40
3616,2,"in 1 month 80%","in 1 month","80%",587.5,"800",5,18,"Female",5000,"",42
3284,2,"in 5 years 40%","in 5 years","40%",187.5,"800",5,18,"Female",5000,"",42
2531,2,"in 1 month 40%","in 1 month","40%",87.5,"800",5,18,"Female",5000,"",42
1872,2,"in 5 years 80%","in 5 years","80%",637.5,"800",5,18,"Female",5000,"",42
3309,2,"in 6 months 40%","in 6 months","40%",187.5,"800",5,18,"Female",5000,"",42
2498,2,"immediately 80%","immediately","80%",587.5,"800",5,18,"Female",5000,"",42
2325,2,"in 5 years 25%","in 5 years","25%",87.5,"800",5,18,"Female",5000,"",42
4363,2,"in 2 years 80%","in 2 years","80%",587.5,"800",5,18,"Female",5000,"",42
1955,2,"in 5 years 100%","in 5 years","100%",787.5,"800",5,18,"Female",5000,"",42
2741,2,"in 2 years 100%","in 2 years","100%",787.5,"800",5,18,"Female",5000,"",42
2065,2,"in 1 month 100%","in 1 month","100%",787.5,"800",5,18,"Female",5000,"",42
3690,2,"in 6 months 10%","in 6 months","10%",87.5,"800",5,18,"Female",5000,"",42
1719,2,"in 1 month 10%","in 1 month","10%",87.5,"800",5,18,"Female",5000,"",42
2325,2,"in 6 months 25%","in 6 months","25%",87.5,"800",5,18,"Female",5000,"",42
2770,2,"immediately 25%","immediately","25%",187.5,"800",5,18,"Female",5000,"",42
1735,2,"in 1 month 25%","in 1 month","25%",87.5,"800",5,18,"Female",5000,"",42
1869,2,"immediately 40%","immediately","40%",87.5,"800",5,18,"Female",5000,"",42
1669,2,"immediately 10%","immediately","10%",87.5,"800",5,18,"Female",5000,"",42
1437,2,"in 2 years 10%","in 2 years","10%",187.5,"800",5,18,"Female",5000,"",42
2083,2,"in 2 years 25%","in 2 years","25%",187.5,"800",5,18,"Female",5000,"",42
1694,2,"immediately 100%","immediately","100%",787.5,"800",5,18,"Female",5000,"",42
1872,2,"in 6 months 80%","in 6 months","80%",587.5,"800",5,18,"Female",5000,"",42
3043,2,"in 5 years 10%","in 5 years","10%",87.5,"800",5,18,"Female",5000,"",42
2066,2,"in 2 years 40%","in 2 years","40%",87.5,"800",5,18,"Female",5000,"",42
3168,2,"in 6 months 100%","in 6 months","100%",787.5,"800",5,18,"Female",5000,"",42
4394,2,"in 2 years 10%","in 2 years","10%",5625,"40000",5,18,"Female",5000,"",42
3474,2,"immediately 100%","immediately","100%",39375,"40000",5,18,"Female",5000,"",42
5507,2,"in 1 month 40%","in 1 month","40%",15625,"40000",5,18,"Female",5000,"",42
4103,2,"in 6 months 80%","in 6 months","80%",30625,"40000",5,18,"Female",5000,"",42
2575,2,"in 5 years 25%","in 5 years","25%",16875,"40000",5,18,"Female",5000,"",42
2841,2,"in 2 years 25%","in 2 years","25%",9375,"40000",5,18,"Female",5000,"",42
2357,2,"in 6 months 100%","in 6 months","100%",39375,"40000",5,18,"Female",5000,"",42
2202,2,"in 2 years 40%","in 2 years","40%",9375,"40000",5,18,"Female",5000,"",42
2889,2,"in 1 month 10%","in 1 month","10%",3125,"40000",5,18,"Female",5000,"",42
3333,2,"immediately 25%","immediately","25%",9375,"40000",5,18,"Female",5000,"",42
2909,2,"in 6 months 10%","in 6 months","10%",3125,"40000",5,18,"Female",5000,"",42
1716,2,"in 5 years 100%","in 5 years","100%",39375,"40000",5,18,"Female",5000,"",42
3586,2,"in 1 month 80%","in 1 month","80%",33125,"40000",5,18,"Female",5000,"",42
2477,2,"in 1 month 100%","in 1 month","100%",39375,"40000",5,18,"Female",5000,"",42
2171,2,"in 1 month 25%","in 1 month","25%",9375,"40000",5,18,"Female",5000,"",42
1520,2,"in 2 years 100%","in 2 years","100%",39375,"40000",5,18,"Female",5000,"",42
2492,2,"in 6 months 25%","in 6 months","25%",9375,"40000",5,18,"Female",5000,"",42
4338,2,"immediately 10%","immediately","10%",1875,"40000",5,18,"Female",5000,"",42
4010,2,"in 2 years 80%","in 2 years","80%",33125,"40000",5,18,"Female",5000,"",42
2131,2,"immediately 40%","immediately","40%",19375,"40000",5,18,"Female",5000,"",42
4114,2,"in 5 years 10%","in 5 years","10%",1875,"40000",5,18,"Female",5000,"",42
2836,2,"in 5 years 40%","in 5 years","40%",14375,"40000",5,18,"Female",5000,"",42
3778,2,"in 5 years 80%","in 5 years","80%",29375,"40000",5,18,"Female",5000,"",42
3591,2,"immediately 80%","immediately","80%",31875,"40000",5,18,"Female",5000,"",42
3219,2,"in 6 months 40%","in 6 months","40%",9375,"40000",5,18,"Female",5000,"",42
3424,2,"immediately 80%","immediately","80%",12.5,"800",5,19,"Male",0,"",43
3006,2,"in 2 years 80%","in 2 years","80%",12.5,"800",5,19,"Male",0,"",43
1849,2,"in 1 month 10%","in 1 month","10%",12.5,"800",5,19,"Male",0,"",43
2016,2,"in 6 months 25%","in 6 months","25%",12.5,"800",5,19,"Male",0,"",43
409682,2,"in 1 month 80%","in 1 month","80%",412.5,"800",5,19,"Male",0,"",43
1270,2,"in 2 years 25%","in 2 years","25%",12.5,"800",5,19,"Male",0,"",43
1311,2,"in 5 years 10%","in 5 years","10%",12.5,"800",5,19,"Male",0,"",43
1612,2,"in 2 years 10%","in 2 years","10%",12.5,"800",5,19,"Male",0,"",43
1670,2,"in 6 months 40%","in 6 months","40%",37.5,"800",5,19,"Male",0,"",43
1397,2,"in 2 years 40%","in 2 years","40%",12.5,"800",5,19,"Male",0,"",43
1479,2,"in 5 years 80%","in 5 years","80%",12.5,"800",5,19,"Male",0,"",43
1714,2,"in 5 years 40%","in 5 years","40%",12.5,"800",5,19,"Male",0,"",43
3112,2,"immediately 10%","immediately","10%",12.5,"800",5,19,"Male",0,"",43
1633,2,"in 6 months 10%","in 6 months","10%",12.5,"800",5,19,"Male",0,"",43
1070,2,"in 2 years 100%","in 2 years","100%",12.5,"800",5,19,"Male",0,"",43
4616,2,"immediately 100%","immediately","100%",787.5,"800",5,19,"Male",0,"",43
4129,2,"in 6 months 80%","in 6 months","80%",12.5,"800",5,19,"Male",0,"",43
4005,2,"in 6 months 100%","in 6 months","100%",37.5,"800",5,19,"Male",0,"",43
2266,2,"immediately 25%","immediately","25%",12.5,"800",5,19,"Male",0,"",43
2277,2,"in 5 years 100%","in 5 years","100%",12.5,"800",5,19,"Male",0,"",43
1752,2,"in 1 month 40%","in 1 month","40%",12.5,"800",5,19,"Male",0,"",43
2006,2,"immediately 40%","immediately","40%",12.5,"800",5,19,"Male",0,"",43
3567,2,"in 1 month 100%","in 1 month","100%",737.5,"800",5,19,"Male",0,"",43
1674,2,"in 1 month 25%","in 1 month","25%",12.5,"800",5,19,"Male",0,"",43
1290,2,"in 5 years 25%","in 5 years","25%",12.5,"800",5,19,"Male",0,"",43
3303,2,"in 5 years 100%","in 5 years","100%",30625,"40000",5,19,"Male",0,"",43
2130,2,"in 2 years 100%","in 2 years","100%",35625,"40000",5,19,"Male",0,"",43
1419,2,"in 6 months 40%","in 6 months","40%",625,"40000",5,19,"Male",0,"",43
2246,2,"in 5 years 40%","in 5 years","40%",1875,"40000",5,19,"Male",0,"",43
3067,2,"in 5 years 10%","in 5 years","10%",625,"40000",5,19,"Male",0,"",43
1487,2,"immediately 25%","immediately","25%",625,"40000",5,19,"Male",0,"",43
1451,2,"in 6 months 80%","in 6 months","80%",625,"40000",5,19,"Male",0,"",43
2134,2,"in 1 month 80%","in 1 month","80%",625,"40000",5,19,"Male",0,"",43
1987,2,"in 6 months 100%","in 6 months","100%",38125,"40000",5,19,"Male",0,"",43
1428,2,"in 5 years 80%","in 5 years","80%",625,"40000",5,19,"Male",0,"",43
2773,2,"in 1 month 100%","in 1 month","100%",19375,"40000",5,19,"Male",0,"",43
1931,2,"in 6 months 25%","in 6 months","25%",625,"40000",5,19,"Male",0,"",43
1617,2,"immediately 80%","immediately","80%",625,"40000",5,19,"Male",0,"",43
1824,2,"immediately 100%","immediately","100%",39375,"40000",5,19,"Male",0,"",43
1444,2,"in 2 years 25%","in 2 years","25%",625,"40000",5,19,"Male",0,"",43
7608,2,"in 2 years 80%","in 2 years","80%",625,"40000",5,19,"Male",0,"",43
1907,2,"immediately 10%","immediately","10%",625,"40000",5,19,"Male",0,"",43
1323,2,"in 1 month 10%","in 1 month","10%",625,"40000",5,19,"Male",0,"",43
1521,2,"in 2 years 10%","in 2 years","10%",3125,"40000",5,19,"Male",0,"",43
1525,2,"immediately 40%","immediately","40%",625,"40000",5,19,"Male",0,"",43
1611,2,"in 6 months 10%","in 6 months","10%",625,"40000",5,19,"Male",0,"",43
2077,2,"in 5 years 25%","in 5 years","25%",625,"40000",5,19,"Male",0,"",43
3206,2,"in 1 month 40%","in 1 month","40%",625,"40000",5,19,"Male",0,"",43
3617,2,"in 1 month 25%","in 1 month","25%",1875,"40000",5,19,"Male",0,"",43
3607,2,"in 2 years 40%","in 2 years","40%",625,"40000",5,19,"Male",0,"",43
20830,2,"in 2 years 100%","in 2 years","100%",762.5,"800",5,19,"Female",0,"Target",44
5269,2,"immediately 100%","immediately","100%",787.5,"800",5,19,"Female",0,"Target",44
3791,2,"in 6 months 40%","in 6 months","40%",112.5,"800",5,19,"Female",0,"Target",44
3039,2,"immediately 40%","immediately","40%",12.5,"800",5,19,"Female",0,"Target",44
3632,2,"immediately 80%","immediately","80%",787.5,"800",5,19,"Female",0,"Target",44
3630,2,"in 5 years 25%","in 5 years","25%",412.5,"800",5,19,"Female",0,"Target",44
3281,2,"in 6 months 10%","in 6 months","10%",12.5,"800",5,19,"Female",0,"Target",44
3324,2,"immediately 10%","immediately","10%",12.5,"800",5,19,"Female",0,"Target",44
4045,2,"in 5 years 100%","in 5 years","100%",612.5,"800",5,19,"Female",0,"Target",44
4560,2,"in 5 years 80%","in 5 years","80%",412.5,"800",5,19,"Female",0,"Target",44
3423,2,"in 6 months 25%","in 6 months","25%",12.5,"800",5,19,"Female",0,"Target",44
3325,2,"in 1 month 10%","in 1 month","10%",12.5,"800",5,19,"Female",0,"Target",44
3187,2,"in 1 month 25%","in 1 month","25%",37.5,"800",5,19,"Female",0,"Target",44
4056,2,"in 1 month 80%","in 1 month","80%",762.5,"800",5,19,"Female",0,"Target",44
3670,2,"in 2 years 80%","in 2 years","80%",362.5,"800",5,19,"Female",0,"Target",44
6410,2,"in 5 years 40%","in 5 years","40%",37.5,"800",5,19,"Female",0,"Target",44
3626,2,"in 1 month 100%","in 1 month","100%",787.5,"800",5,19,"Female",0,"Target",44
3389,2,"in 6 months 80%","in 6 months","80%",587.5,"800",5,19,"Female",0,"Target",44
5767,2,"immediately 25%","immediately","25%",37.5,"800",5,19,"Female",0,"Target",44
3963,2,"in 2 years 25%","in 2 years","25%",87.5,"800",5,19,"Female",0,"Target",44
4090,2,"in 2 years 40%","in 2 years","40%",87.5,"800",5,19,"Female",0,"Target",44
3461,2,"in 6 months 100%","in 6 months","100%",787.5,"800",5,19,"Female",0,"Target",44
3217,2,"in 1 month 40%","in 1 month","40%",87.5,"800",5,19,"Female",0,"Target",44
4414,2,"in 2 years 10%","in 2 years","10%",37.5,"800",5,19,"Female",0,"Target",44
3401,2,"in 5 years 10%","in 5 years","10%",37.5,"800",5,19,"Female",0,"Target",44
2960,2,"immediately 10%","immediately","10%",625,"40000",5,19,"Female",0,"Target",44
1669,2,"in 1 month 40%","in 1 month","40%",625,"40000",5,19,"Female",0,"Target",44
2319,2,"in 6 months 10%","in 6 months","10%",625,"40000",5,19,"Female",0,"Target",44
1730,2,"in 1 month 10%","in 1 month","10%",625,"40000",5,19,"Female",0,"Target",44
2156,2,"in 6 months 80%","in 6 months","80%",20625,"40000",5,19,"Female",0,"Target",44
2814,2,"in 5 years 100%","in 5 years","100%",625,"40000",5,19,"Female",0,"Target",44
2524,2,"immediately 40%","immediately","40%",625,"40000",5,19,"Female",0,"Target",44
2051,2,"in 6 months 25%","in 6 months","25%",625,"40000",5,19,"Female",0,"Target",44
2182,2,"immediately 80%","immediately","80%",38125,"40000",5,19,"Female",0,"Target",44
2669,2,"in 5 years 80%","in 5 years","80%",625,"40000",5,19,"Female",0,"Target",44
8014,2,"in 5 years 25%","in 5 years","25%",625,"40000",5,19,"Female",0,"Target",44
2133,2,"immediately 100%","immediately","100%",39375,"40000",5,19,"Female",0,"Target",44
2368,2,"in 2 years 40%","in 2 years","40%",625,"40000",5,19,"Female",0,"Target",44
1754,2,"in 6 months 40%","in 6 months","40%",625,"40000",5,19,"Female",0,"Target",44
2125,2,"in 6 months 100%","in 6 months","100%",35625,"40000",5,19,"Female",0,"Target",44
2041,2,"in 5 years 10%","in 5 years","10%",625,"40000",5,19,"Female",0,"Target",44
